-156.94746522874613,42.83182140579783,-128.01208366449646,1624199379941923
-158.1449223664714,42.3231609687437,-128.78290632632323,1624199379955886
-153.6778437893901,43.99490162604373,-125.64517913368194,1624199379986802
-154.45107812309968,43.88002539374146,-126.15447333231253,1624199379993784
-155.3710362155777,43.785813850697345,-126.76116616299736,1624199380001763
-157.34426997145084,44.313301714682105,-128.0809390923856,1624199380015725
-157.22176005426977,43.74722838412208,-127.97133406051881,1624199380023710
-157.2517288214848,44.6130492017901,-127.97013412427768,1624199380030687
-157.87214995761144,44.27935382110995,-128.38023754146047,1624199380038665
-157.01033264745638,44.9782027951666,-127.75167228010933,1624199380046643
-157.45268347158932,44.633635218964244,-128.0423647354596,1624199380053624
-155.90672097609715,47.00467116085672,-126.87257078451329,1624199380075566
-156.23395135730175,46.60352568260362,-127.09151360545363,1624199380082574
-156.53676183595087,46.272696072830385,-127.29512673449685,1624199380088531
-158.77311820344121,44.14654150346344,-128.78553318348722,1624199380129422
-156.324968921036,47.066286091882034,-126.98138062019372,1624199380158344
-157.5047553390057,44.76574245115746,-127.75179464139512,1624199380196243
-156.7934612513972,46.43230215332474,-127.22892308893766,1624199380211202
-156.3525725266058,47.295202074233245,-126.90239780106609,1624199380219181
-154.9655677100778,49.61953065099976,-125.85111932926179,1624199380241124
-155.22019814613444,49.10493699167994,-126.03730868073497,1624199380249102
-154.51367994942262,49.72328341960049,-125.49380812968668,1624199380256083
-155.65809953297875,50.38605782280434,-126.35886081071568,1624199380264088
-151.15744210013227,49.160304083477705,-122.88055845984896,1624199380292985
-152.36438485164402,49.688976536187766,-123.77542899694758,1624199380300963
-153.60383954015663,50.1898920620228,-124.70332619315361,1624199380308943
-154.51037976966967,50.84363389599699,-125.38378430443319,1624199380315923
-154.47874800302014,51.75892816334071,-125.33727192584671,1624199380323902
-154.1186264676045,51.22862214495458,-125.03649956228287,1624199380330883
-154.1518773484457,52.14837589816329,-125.03913825805131,1624199380338861
-153.97563941972888,51.54974125784559,-124.87771187934993,1624199380346872
-154.0776193634937,52.357663576165585,-124.93728126635051,1624199380353840
-152.03858879376708,51.58928606716328,-123.29152961599395,1624199380367812
-154.27849250761676,53.01706280442694,-125.01188669641638,1624199380383742
-153.39018544816932,52.469000977488975,-124.28395130799062,1624199380391747
-154.01634180876064,53.24477214119489,-124.76390860073504,1624199380398729
-152.690825791114,53.623598000384476,-123.6802265643625,1624199380406715
-153.77788590441358,53.64258532181849,-124.53775861314611,1624199380413688
-152.75166681780817,54.0925384143817,-123.6931301576325,1624199380420643
-153.83088730593263,53.95286542420167,-124.54694985768309,1624199380428622
-152.5695929892731,54.41366662401056,-123.50636067078104,1624199380436600
-153.44286469107064,54.24096969774328,-124.19857332978893,1624199380443581
-152.00495491256115,54.52891320496489,-123.01067742653014,1624199380451561
-153.2870386134484,54.58566380333799,-124.03407172639837,1624199380459539
-151.95058904675776,54.71164683464389,-122.92745067229419,1624199380466520
-153.25028106547379,54.784046478971725,-123.96733846324284,1624199380474498
-148.93980114697214,54.7264630566837,-120.3914875079973,1624199380496440
-150.29367795248766,54.9307099496268,-121.47077048641773,1624199380504419
-151.4648020205461,55.051062545125504,-122.4082433959323,1624199380511400
-155.3471215595037,56.46268715074017,-125.55882387056702,1624199380533369
-153.86075039207844,56.15030408945338,-124.30808101932838,1624199380541380
-151.1893604796121,55.48907559645864,-122.06927168374595,1624199380556312
-154.10188128397215,57.662932406469906,-124.45502750319265,1624199380578234
-153.0533888812702,57.113797562679814,-123.5621359111713,1624199380586200
-150.18479138777218,56.516394438433196,-121.14505258872612,1624199380601187
-152.41454971575976,57.88700522824528,-123.00163039890971,1624199380616148
-150.98562234195953,57.465681567879386,-121.7932173997799,1624199380624133
-153.91692648550315,59.67313091975088,-124.29001328936123,1624199380646040
-152.68915302253345,59.15216825435009,-123.23871556342954,1624199380654019
-151.63653101409344,58.69058222283476,-122.3408879054474,1624199380661001
-149.95745755930216,58.871355658609474,-120.9081369440331,1624199380668979
-148.8416625185404,59.344705575258324,-119.95140684058124,1624199380675960
-150.74203265392455,58.91880872538918,-121.58157748597004,1624199380690920
-149.34906945970334,59.40352329983213,-120.38701543588222,1624199380698899
-150.16270785022562,59.17449469428984,-121.08672447433113,1624199380705880
